id,product_id,name,value,price_modifier,stock,sku
bf516b16-845a-4c25-a5bc-7156ad5a5948,485715f8-9291-473f-accd-f94f68528c61,Strength,5mg × 10 vials,0.00,100,KISSPEPTIN10-5MG10VIALS
c005676f-2909-40af-95cf-42ec36966496,75b9aac2-271b-4a27-8996-9015658cbc84,Strength,10mg × 10 vials,60.00,100,SERMORELINACETATE-10MG10VIALS
c00f24ee-5c2c-4e63-8028-818da5d0772a,8ba970a1-cf8b-47bf-8504-267d4fca5776,weight,30mg,0.00,0,
c10dba0f-9108-4ffb-9615-4e5e48e9a2c4,2f16536c-4d04-4584-8eeb-2ee762a0b746,Strength,10mg × 10 vials,70.00,100,CAGRILINTIDE-10MG10VIALS
c1e0c3a5-559b-4180-8095-e1ac951463af,24e430bb-8e82-46c3-b302-5198a2137e73,Weight,5mg,0.00,0,
c28316ac-50ad-491e-8fe9-038bca6e0d5d,ce1672ba-ad97-4bb1-80e0-a224422905f6,Weight,"5/5mg, 10/10mg",0.00,0,
c28e6260-cf33-4446-ab79-52e2dd4509bb,bc1f3995-b956-4ee5-a097-d5b012a6d38c,weight,"10mg, 20mg",0.00,0,
c4422d4d-bd8f-4dd8-90c8-d59607a669c0,ff547b4c-ea9e-42f5-8267-a83142ad8d5d,Dosage,0.1mg × 10 vials,0.00,100,
c61cdb2b-1ad7-4926-b514-7d9c9897985c,41ac2dfc-6859-42c3-8c52-3ea6d04f9ec8,weight,"5mg, 10mg",0.00,0,
c8c73c27-8424-42e0-ba88-9620e6ebcc99,89ba3d25-ae02-4648-85ff-5360d032f26e,weight,50mg,0.00,0,
c917d6fa-a19e-45ee-83ae-df85a696bb02,84bac2ad-fa62-4aa0-9752-679b322d837b,weight,20mg,0.00,0,
c9467845-f44a-4342-9495-5cf2aeb7cb7e,1cf07a42-1d3d-4746-b497-18ec5e405530,Weight,5mg,0.00,0,
c969725c-3fc2-4feb-9d46-51ffa729f878,46272bb6-3da3-4e7e-a61d-8c7b0fe5bd4f,Dosage,5mg × 10 vials,0.00,100,
ca23d5f1-478d-4e2d-b428-5e1895ee4fa6,5062af94-e313-441f-b8bb-fe21bf8eb7c6,weight,50mg/cap,0.00,0,
ca3c82f8-a7d8-4dc8-beb7-21e2ac8db0f8,2e8195eb-9e26-46e1-88ac-148525108581,Weight,"20mg, 40mg",0.00,0,
ca4cb87f-2ad5-45a5-b867-112f4e9006e3,caf566ce-fa43-4a69-a26f-edfaca228839,weight,500mcg/cap,0.00,0,
ca6257ad-686f-4164-90b6-8f6d174b7b4d,fac477ec-1831-41e2-a5dc-3ad5fb5f0286,Dosage,10mg × 10 vials,22.00,100,
ca7ee975-bd2f-45e7-9728-44d8f2b003a8,7030b258-504b-4f58-8a1b-af4a30ca290d,weight,10mg,0.00,0,
cb8c3540-000e-4477-b095-cd21f6ef907b,a93d27fc-0c11-4c0f-a4f9-5e130b45ad2c,Weight,15mg,0.00,0,
cf197c0d-3950-4cbe-87dc-873b0068c97c,381d2c9e-959e-427d-ba4d-9a54fcdba0db,Strength,5000 IU × 10 vials,0.00,100,HCG-5000IU10VIALS
d09a9c2f-e0a7-41e7-a88b-59ca519f52cf,a279ae74-1533-47b0-bb14-e00c80203c43,Strength,2mg × 10 vials,0.00,100,CJC1295WITHOUTDAC-2MG10VIALS
d0d3b08a-3af9-47fa-a309-8241b1052014,8724211c-55c5-4318-a79a-0f892f42cc0c,Strength,50mg × 10 vials,185.00,100,SS31-50MG10VIALS
d272bc7c-0e97-4016-b265-3e3b2cb926b6,84bac2ad-fa62-4aa0-9752-679b322d837b,weight,"10mg, 20mg",0.00,0,
d329a4f3-b262-401c-875f-cf6a81f331e4,a93d27fc-0c11-4c0f-a4f9-5e130b45ad2c,Weight,20mg,0.00,0,
d39211bb-425b-477f-ac0d-b3e53421e555,46272bb6-3da3-4e7e-a61d-8c7b0fe5bd4f,Dosage,60mg × 10 vials,115.00,100,
d402bab1-05b5-4eef-a0f2-c9a58e3e80e0,50038386-cd34-4331-bddd-7c83aad51efa,Weight,10mg,0.00,0,
d53049e5-022d-47e2-9fad-bc05b6eee87d,6c65b6e2-db2b-4886-9998-e824842a4ce7,weight,"5mg/cap, 10mg/cap",0.00,0,
d56afe6d-bdca-43d4-bfa7-e11ac033a290,b14dd91e-541e-440c-9027-38e1b50360ad,Weight,10mg,0.00,0,
d7be87c8-f16e-4e47-9dd2-224ac525b3c6,e11880bf-9d98-4846-8484-3fa5856ce278,Weight,"5/50/2mg, 10/50/10mg",0.00,0,
d86e4a68-4a6b-4426-8042-c4648dcdbb55,9d1b132c-5048-42b5-af48-b7bf30d713eb,Dosage,2mg × 10 vials,0.00,100,
d9bfda0a-6cc2-428a-8444-be322316bb4c,2e8195eb-9e26-46e1-88ac-148525108581,Weight,40mg,0.00,0,
da59dc38-434a-496e-9d88-5368a6af8856,a4a40123-48fb-49fc-b6de-8a58eea0f688,Strength,20mg × 10 vials,59.00,100,RET-20MG-10V
dba3e46f-39f2-476c-aea9-2b569100d040,1cf07a42-1d3d-4746-b497-18ec5e405530,Weight,10mg,0.00,0,
dbf3df33-8051-4c8e-86c1-5ea76b318c05,2972a30d-9808-439e-9a6b-dfddca869121,Strength,10 IU × 10 vials,0.00,100,HGH191AASOMATROPIN-10IU10VIALS
ddb522b2-940b-4b1c-af15-f31180f63c18,ce1672ba-ad97-4bb1-80e0-a224422905f6,Weight,10/10mg,0.00,0,
de923638-9efb-4005-8514-b5183962e36b,19917634-fc56-41a7-9db8-8f33c774d45a,weight,30/30mg,0.00,0,
df28402f-a850-4e68-95b0-68a92564bc6d,704d07c1-e832-41a7-a6b4-57ec8c308ce8,Dosage,10mg × 10 vials,16.00,100,
e00f4191-40cb-486b-83e3-0a696594e6cf,46272bb6-3da3-4e7e-a61d-8c7b0fe5bd4f,Dosage,30mg × 10 vials,60.00,100,
e03b9590-871e-4857-b90b-5c55e1c6d5d1,c33be6ed-f09a-48e4-b9a8-f79d977c936c,weight,1mg,0.00,0,
e6325f57-89a9-4363-b5eb-5f259775d17e,decdf5ce-c378-4c95-949b-cdafcf00c675,weight,500mcg/cap,0.00,0,
e666016d-9f82-49ec-aecc-fac9f57a2d54,939e021f-d69b-4d10-a147-a55637c73dce,weight,1mg,0.00,0,
e82ad92a-55f9-4316-8f40-1128a1c5d65e,2f16536c-4d04-4584-8eeb-2ee762a0b746,Strength,5mg × 10 vials,0.00,100,CAGRILINTIDE-5MG10VIALS
e85054dc-8a04-4141-b54b-55943cf45349,7d0c511e-b5bf-44f5-8c59-8e65d09ac1f0,weight,20mg,0.00,0,
e8f60115-b5e6-423f-898e-b52a67084995,b14dd91e-541e-440c-9027-38e1b50360ad,Weight,5mg,0.00,0,
e93f031d-5a6e-4088-b339-baf2cc3f0c2d,02ab2421-436f-434d-b8c6-0db912c3c0b0,Weight,10mg,0.00,0,
e9d13f4b-6c62-4c07-bfaa-f6419f635bc7,8930d87c-b948-466f-a75e-fac7eb7c957f,weight,20mg,0.00,0,
ed313a9a-4546-4862-bd69-811e6e65862b,02ab2421-436f-434d-b8c6-0db912c3c0b0,Weight,"10mg, 15mg, 20mg, 30mg",0.00,0,
ef3c71ac-02ba-4ccd-8288-9bd04c83a761,b14dd91e-541e-440c-9027-38e1b50360ad,Weight,"5mg, 10mg, 15mg, 20mg, 30mg",0.00,0,
f098d0a8-a4b2-4ae0-bdd3-8a08247a6e3d,4e686b00-5cf1-455a-8c89-92a0cf9e59fe,Weight,"5/50/2/3mg, 10/50/10/5mg",0.00,0,
f18b5238-7372-497a-b0d5-6def417ef875,dedd5761-b04b-494d-b1d6-59d44797ac9a,Battery,1 battery,0.00,25,PIC-1BAT
f406b82e-6a8e-4651-a1eb-90122295c94b,fac477ec-1831-41e2-a5dc-3ad5fb5f0286,Dosage,5mg × 10 vials,0.00,100,
f4587e42-fa37-4ed8-9ce1-3a32fd682e6d,41ac2dfc-6859-42c3-8c52-3ea6d04f9ec8,weight,5mg,0.00,0,
f54088ec-4aaf-4246-9523-b1a64183e9a3,921b7494-197f-4c06-a86c-bc5c33039016,Weight,5mg,0.00,0,
f57e3907-68ce-48bd-bc08-8b2b8aa432b4,a5d0f800-53c0-492f-8d4f-ad553716b041,Weight,"5mg, 10mg",0.00,0,
f851f7d0-a7ab-4c6e-a8de-c063a6903a25,5b45bb77-d575-4d5c-9e30-923f8c4dd11c,weight,"10mg, 20mg",0.00,0,
f898c755-565d-41bb-ab8e-7af496a8c001,139801f1-4514-43ca-a942-b5ef4fe55d27,Weight,1500mg,0.00,0,
fca9db3d-6f6d-4130-bfa9-d23be391743d,dedd5761-b04b-494d-b1d6-59d44797ac9a,Battery,2 battery,18.00,25,PIC-2BAT
fdc2ed29-b713-462c-af04-e8d419d03038,b7840511-1a3a-4896-a497-7fa88d9101d2,Weight,10mg,0.00,0,
fe07f2ff-badf-410c-a657-db13e0588335,139801f1-4514-43ca-a942-b5ef4fe55d27,Weight,"600mg, 1500mg",0.00,0,
ff7a5066-3832-498f-b4da-e2b45400870c,30814c98-d858-45a8-9036-1f21663d54ac,Strength,10mg × 10 vials,18.00,100,SEMAGLUTIDE-10MG10VIALS
ffdff138-61bb-4ecb-a1bb-7b9009303c54,9e9d68e0-ed90-45dd-a879-c0f0ed3f845b,weight,1mg,0.00,0,
